"","p_cntrl5062","p_cntrl8512","p_cntrl5029","p_cncr7136","p_cntrl2642","p_cncr2935","p_cntrl1116","p_cncr5626","p_cntrl1317","p_cncr3717","p_cntrl2476","p_cncr5310","p_cncr8118","p_cncr3092","p_cncr2842","p_cntrl9875","p_cncr9894","p_cncr6814","p_cncr5676","p_cncr1313","p_cntrl8815","p_cncr4019","p_cncr4932","p_cncr8502","p_cncr9042","p_cncr8563","p_cntrl3243","p_cncr1633","p_cncr3976","p_cncr8561"
"11110011111100011110",549181,448568,111455,271349,1361,740797,40808,255293,1382,74629,3962321,4038,993,229390,5437770,248777,450865,69126,1764,39423,22471,650,1541,18265,2170,782819,3719104,2166690,159597,19602
"01110011000000001111",2716803,338725,3413970,568882,14888,1138,25663,116579,2677,1090699,2697,250563,563235,97197,50901,6417128,55227,206392,244,104542,1693,142512,26936,9570,48083,23134,6446,17173,258314,218575
"00010011101101111010",53325,10073,276606,5913,25927,20880,1082778,29363,51886,160439,194958,1315612,92301,3370086,1276910,222068,207,352255,30981,272344,110336,2526,8297,329072,212584,9459477,14615447,607177,141664,89017
"00010100111111011001",13178,194992,280,26365573,88316,599,306278,12370,60282,390037,78564,61052,107252,1442,18568679,57336,295,21356,3493,198653,606807,81,246384,37197,379379,333468,229,62464,844,207591
"11111001111100010110",37354,1574,62108,38840,2741,23163,104613,35565,75037,4945,12663,113113,151615,893491,244423,3364,620,4400,15065,1882,688,20979,2908,135582,2604,4872,10396,7372,8052,28604
"10011110010111010101",305707,12120,13425676,69689,227545,16011,3506282,97332,382343,167,866891,171,83672,1453,16016,74484,1244974,98292,16504,923,4914,57,15971,30391,13790222,1207,555600,4942,722,1040
"01111011000001011010",9675,15931,4057384,174899,4027026,5434,140955,103940,115399,244,138797,47606,28970,5037,26506,21638,1690876,61131,7340,5898,1528,39387,656387,48580,1991525,971178,17792,33233,344,20646
"00111101010010100011",6501,5972,1049,2067,19355,84414,31266,49068,9098,15,27689,377,734170,11617,18313,307,14543,113672,196094,2,21987,163,51,541,58154,2845,3904,733,142330,41717
"11001110110011000110",182769,77630,15821,476793,6421521,67345,14401,21138,1847,5952,470430,8180,7685,198098,380580,10579,32218,619946,40156,142517,84463,150,1545481,8009,26176451,135373,3722124,65662,18110,3837
"11100100110101100010",383855,380494,2956,27,2066926,30597,1003170,98022,164274,6717663,97391,97461,62153,1732,95221,54,17357,5813,43834,933202,400615,12064,7234,222374,4432,178593,16042,289989,106243,11919
"10101100010100001000",153874,424,9,8419,736,32703,577803,922,121939,731806,5562,137738,42190,257523,3095,3331,91357,439460,227193,2876,982347,67367,996,275428,130871,11619,30682,5805,5586317,4476
"01011111000101110011",13217,15964,37381,2084,551433,917,287775,347,87454,1732,8415,81237,90019,73481,95900,10118,4846,10714,2414,633,400,2270,4979,1937,2684498,3653,637804,4653,2064950,213272
"01100000111011100001",1454,16887,2445,240174,204544,4651,539711,8409,8230888,853,98033,855,2457183,2138,1237,2737,18454,756376,4020,223343,23912,2493,729491,435843,1147122,9341,385834,4435,372547,866025
"01110010111110001101",9371,5451,481376,50721,223209,4949,20079,113225,477443,183573,306243,41847,808860,11110,26569,39377,21223,1541,24778,5615,338191,201032,15996,2146341,344173,1370431,9647,957,46161,213472
"01101001110101100110",1105487,24526,23,298274,2018,205689,29173,567828,3936,2596,25942,63271,5638057,49316,1600721,6262,475152,105317,87,3621,6370,9410,285442,97154,4773,11730,2479,20729,50341,25782
"00111110011111011011",58276,152,4679,635826,176,70381,565521,497899,5604,114492,5044202,1652826,15386,93694,1766,29039,1911323,23008,40927,12835,8241,1371823,13357,818637,23185,2756911,221948,186864,353269,152364
"01000001100010010010",40545,862,11323,275797,1556902,9885,20506,57649,130292,254533,92819,95968,3753,41385,47891,80163,88608,71124,144546,6567,21233,18072,1305967,235744,9415,7464,316,304659,1230712,55096
"00101110010001011101",16057,83354,31284,7809,6212,4911,11786562,3511,63429,8656616,17633,8922,197128,4652,56112,160,12979,3418,1722,1875715,20077,3236,12655,363048,56514,7522624,40735,8449,5305,7542
"10101110010110010001",1214916,29343,1775130,4935,14542,19539,6001998,2713,43714,9187,5732186,14355,3236992,82,117184,518426,457757,4430,245240,3586,174490,7108,33668,199,26035,703082,881966,9431,88369,685842
"10010110001101000111",36493,618,4425724,202208,24252,7377,19685,6950857,1112381,3866,10208,21229,338296,175208,1615,177432,13906,60494,84394,2866,92724,132771,3037,8920,122409,423307,228346,74902,109816,45543
"10001101111010111100",559,53083,423,240,130915,330414,38583,348770,148324,19973,1158,1650,71910,313,581453,234,260077,4055716,532123,15,109618,13,14004,10261,53226,8401,2474,1675,116001,2232
"00100010010101010000",117927,717734,1357013,358021,137893,262,27800,120764,184720,75210,6190,79765,17554,7843,351056,25773,41946,71325,134290,35780,16674,1681206,878242,1435436,137116,230563,108600,10046,265182,344638
"00001001011100110101",25815,212391,19364,2251296,22817,18,12404,129,6421034,111,16984,2318,391018,377,65436,24631,103203,34079,334,283,6783,616,11241,3837,1210001,64501,3939,128,1381965,896
"01101000001101110010",11027,15565,5749,47707,163,39610,9932,340007,9730,14565,7520,2017,6422,15928,403,27830,81065,2273,11636,124,71214,1034,2216,12538,756643,1941547,177343,115,1888101,6778688
"01110100111111011100",10238,16411,18434118,15302610,46466014,160046,28335,281432,775232,9897,43870,85131,714153,22883,496854,37587,31990,8686556,13798,22890,4067744,15212,38622,200496,10033,114096,1086,31928,39,72223
"10101000111110001000",32352,250312,219,2433764,52912,852510,935956,1286645,270635,16612,1593,553,305055,16589,6626,182,117145,786,101443,5,105219,5034,6617,15558,53868,37417,210,260,2791,1745
"00100001010110011111",149955,19849,790039,4034378,75375,2961,596868,46027,23136,202976,2759,28528,63079,14420,732490,3479,1454207,13734,14890,15140,49,34178,16216,678899,867,154734,6158,2525542,2868,8915603
"10101110010111010101",6223867,16790,389230,99598,45200,242839,4782,343312,25653,5760,7281,42610,985362,142827,558,117378,1428362,1329,19389,9356,55512,11049,663078,1732971,52687,13111,356776,2327358,199660,26639
"10011000110001111000",41565,5094,1351,551793,6015774,514249,184415,900,3082,45819,6731,532,863,1216149,84,17535,240428,27219,26704,24741,235,3402,4155672,125131,17179,378,1077,4495,78733,377300
"01110100001101100010",192496,155,11535,131080,253623,76405,8636,76725,6440,115236,63519,781896,11614,478,37161,259731,203135,35396,27586,19409,144741,68345,12507,49740,780543,1073670,54478,99,84084,35249
"01011000101111000110",3095,1525,302,156593,124838,9966,247177,118,20412,88886,239,737,877,3801,524213,228,247427,3917,107901,394,188111,189,43131,99214,20227,6035,107938,525,42220,26977
"11000000000010010001",59887,5394289,2507372,886581,14918,1095400,370264,1050,523464,2126,84343,5101,261641,99969,980,17733,31502,185846,95721,2445,558525,5055,8623,2537,220466,478732,4054,297258,772997,3777
"01001110100110011100",2814,94911,39335,2331,35549,129309,70765,176410,243507,675608,126145,1699357,431770,103655,1361542,18258,2762,61018,1240974,8563,1483840,29214,1765,2432,179160,221178,4961625,424068,56577,236925
"01100010000110110111",1723370,61002,9029,1267,112473,18993,35854,324,28159,378,3974509,2008,9653,391470,153534,13008,117566,296063,6567,3590,340627,4386,1959,108588,11313,205,5129624,33052,1227916,122016
"01011100100000101011",13367,70390,32,36840,70023,163979,2955024,659614,2915,2358,433,5419,218326,15540,209496,2292,27659,1183941,1455,13516,41785,987,477,8873,1095,5677,23,63,1685,34287
"10011100110100001010",1796,1440,8975,41935,19234,23531,78709,3055,92280,278138,9047,27480,2719,3300,97233,4142,54703,61323,29712,2087,3537,1293,82776,43760,5253,129992,91283,176,181984,536
"01000010110000011100",1868821,80981,233842,26352,16749,616390,258847,332996,101670,47865,27671,42325,12108,41584,18019,444259,19427,46097,2917,13943,3207,146605,522175,16063,394,121078,15827,5742398,12164,317760
"01111100010101110111",126806,332,481,11742,4115,135274,277593,1599,352722,1240,752,912,4754,548,16474,2,8577,417,19290,29,174,199,26734,4451,7175140,196454,10836,75,2863460,61595
"01111010110101111111",6277,1055,54893,85066,602149,334648,586,40957,4371749,201117,342866,44158,71285,8234,85871,21338,91001,413452,57993,117798,815290,1601813,2114508,4011,73941,51388,149579,499,20280,208554
"10000100000111000001",970768,8449,368326,90559,83201,456124,1920,4612,21999,482,2498736,6304,27480,4266,3806,6485,42947,685265,742165,41864,5597,13214,12555,81101,4452677,6738,65070542,267800,116420,297994
"00000110011110011110",1483,4542693,462059,582906,110822,106007,416366,677724,50575,941,1815,5195,594030,155573,34681,306728,921155,285141,63488,4485754,750457,563316,83954,7428,7357,396623,21162,1680,4783,13816052
"01111001011010111100",2804952,8941,7727,196827,26045,269339,47167,2256531,8831,5427,32461,3253,718437,11416,887,1127,44062,54232,48018,44,6467,61944,84405,57036,4054,24634,2605,118,8076224,13845
"10000001100010101011",805119,1311,2713624,459155,348145,124797,446357,1154,5875,860,8750,55739,3788974,35218,35049,191037,81482,738507,2001,2295104,199063,995996,184921,8022,4888,13446,10380,53787,398219,10591
"11100000100010100111",5367430,298312,896720,253285,31993,11971,199339,432,550075,93068,14799,546,658,118625,163,8876,225911,272970,15111056,141,73556,8978,179582,16846,1632613,6185,262248,305949,128148,3208
"01101100001000010100",97483,32687,13573,24301,292989,694417,200566,129381,17664,41851,42071,1704,207556,9169,3651,4466,4970,4170,105,27,19371,802,3318,599,17991,37630,70739,67,25757,26231
"00001000010010101111",23748,5398,3803,397524,30895,35593,286022,3391,215815,6334,1446,154243,12378,55499,3867,134,10512828,1825,243169,38182,39750,3421,222,36086,59695,30578,953,10087,27398,219567
"10000001010001000000",25319,1160953,2614214,197359,16574,10104,18186,4977,360382,25078,2604,13263,1661536,373749,620970,70829,240558,14091,116332,10867,2865,13803,3271,2265698,8736,25410,14475,473,2954,433032
"00111001001101110001",693187,273,879,18488,350,109899,1343665,32633,850567,14267,8769,8,8507,2095,12970,3569,138564,212816,1070,18,363850,839,2514,110588,149621,20861,85066,195,3225511,3103
"01000001101000000011",82025,170274,18195,4411,85642,192598,9147,61200,131375,1291,196826,17777,6512,37508,11622002,290,95584,751185,493775,324,1567,69,1211,1798,29127,840,15675,18781,10014683,15970
"10110000010110110100",554592,28147,13502,18378,1689624,1784140,9332,29190,1236710,7951,6404,465657,1672,45400,26907,2982,10847,727467,829841,86240,61083,21890,321933,23350,137104,788846,204726,2818,23291,2262659
"11000111000100000011",11600,121203,1865326,558477,19706,186413,72277,112470,4208952,161,132509,577,176799,5134,12260,500,129522,2959189,22770,25,19254,9674,81175,330966,106396,21554,35345,44837,1225437,517682
"11010011110010110010",6862792,6904,3900,46264,947290,37977,3665,98044,8726,117860,337244,1016,9298493,154141,104066,355,87554,977084,13091,96757,21325,53901763,21104,62953,20337,18199,2511,173920,223956,156351
"00100101011000011100",56857,72878,111629,1832,121200,3162677,684920,6720,1488,191681,80967,64005,446,848225,243086,19056,300711,21707211,1785,20082,340992,18136,160834,18915,598306,8085,193420,345459,1512149,18281
"10110111101111001000",6560,209221,1425,2246698,5456,44045,14682,666673,105423,63913,860,37867,3606,110910,137367,1901,30468,125121,134815,263843,6493294,1021079,586523,184723,91929,6385,22266,9531812,395547,296266
"00011100101110100101",85313,11108,48,18204,490730,346443,8060,240069,284016,2523,4182,591,284956,42189,2640,3655,160797,1533,13157,81,53637,86,6748,176715,17590,6221,181,26,346054,6995
"11110011001111001100",30565,7805,4488,1370082,80577,2148,213209,688742,1831,7989,1197362,4925,617,99534,443,343553,4389,564922,1439669,883828,2855133,8878,4464,230,16380,113031,28028658,714,5146074,3637
"10101111001110100100",510906,11219,56725,954512,185759,50308,12120,2193,167301,36,9017913,106208,50364,8591,64188,1270264,55196,391907,8145,512906,74009,9625,641307,5252,161705,239506,1424,5331,329965,44625
"00010101010010101000",101990,785,20019,2137,52675,12460,131367,71787,14401,4948,891486,35051,4239,11901741,74611,786740,19330,36699,329391,35157,1484282,1745595,167228,2292176,314,16442,321858,387149,456666,1035614
"11011010110100110011",333445,8786,57779,1149,9962,98,3550,1068,149802,2984,174903,5415,59597,176,11155,189024,4971033,1175,417,12697,30566,160695,26058,45600,84943,17069,4102385,1051,2462525,960549
"11000111101001111010",1355526,9427,45502,360,20799,3700,10095,3600,23306,10463,9858514,144036,483060,652085,1230,460861,64855,45153,109798,519259,211300,1988,131332,27121,27401,814364,23111,3620425,84404,211723
"00001101001111111110",10966,16124,9,18731,78557,74027,135010,152923,51991,26177,3212,6,3049616,460,60077,5639,3736197,3652,398878,1940,873,7914,3522,11329,9355,10150,3955,0,153916,97979
"01000100011001111000",41663,175015,45824,62449,178,129243,35818,48386,50012,104384,938,2145220,64756,130663,6433,430372,5273,238749,37228,214306,107638,54511,10477,312460,8975,32296,13476,37430,92355,3106
"01111011000010010010",53488,9914,45654,106220,220988,7811,134061,26424,212257,665445,731565,103,984339,10241,813327,56613,484675,24610,2181,39279,145115,5283,54285,6344,5741,88284,3996,288686,43169,24378
"01111011110100001001",60946,509677,132298,9932,739245,67944,2104,35895,159242,1414938,6384712,46977,210685,531406,82699,9659,333869,12853,3964,6085,74477,36292,45497,1822,44969,86080,958350,1076,49082,67793
"01001101100000101110",9073,34977,29238,3108625,20178,368,83,224473,12258995,579476,3062,49,83519,96224,1435701,35951,29231,6020,442,2750,10464,10863,5607,208041,24874,23919,16629,2040,61990,2016
"01100011011111001000",9595,11251,10711278,9204,39977,28851,277688,6755,201305,23077,6164,4548,79870,26193,256824,1064905,19668,598,68324,45877,91760,444821,84393,650974,2787,818532,115456,78719,1321,2595
"10001000010000000000",110327,716404,2173,574865,2966,23348,18216,915,7237011,110049,14100,89383,143180,15811,5081,2135,99576604,142,296,35557,647485,434,86332,376083,271069,4455,66914,72,26274,140363
"11011110001110110001",203180,82912,53659,120742,927,16136,155824,6480,83517,4852,15926,6249,2932,508,9801,12051,29025,364292,261546,10517,566811,19053,70682,16864,785766,124224,376604,200401,4791,1737
"01001110100001101001",18263,26080099,82780,792203,10373,130390,97,10486,11442502,52160,3656513,2723615,11458,10531,853347,930124,946928,2103826,73855,242103,63368,2276789,1290477,507272,4576787,356765,697536,66096,23636,7974
"10001101111000010111",653002,656,574,127,170274,234969,305240,30479,12866973,1573,118329,14352,11594,11344,11261,1737,4579,24204,170334,250,200705,251,17952,3226,362252,1306,12202,1339,227278,2016
"10000110111101100001",182562,1569644,39571,1756,136101,10126,407524,2248,480916,33596,1096211,4833,1188,44717,16776,126018,32967,2503,45381,10864,58399,921,2306,12107,45682,2805,226270,195407,13530324,321036
"11111010011010001001",36016,53896,498642,3154,27062,10328,37534,11140818,19426,1921502,140193,26628,966411,15644,2947,3060389,30119,115132,2120392,26450,7062161,203831,65857,1741643,11781,86803,4923,510681,5,937340
"00011101100010001100",7013,14348,536,139368,241019,14541,17980,39,524465,51072,52,579,50171,4656,534911,887,411526,28174,11004,494,652,12690,146127,2574533,69260,77708,6875,1608,926336,22449
"01101101101010100011",3002,2357,2553,139154,12284,9884,42425,11590,6773,953,601,482,6855410,16,3021,3,460034,2983,10548,8,99561,87,633,11899,60699,11692,4358,344,4723996,273
"00011000011010100011",99860,16363,135659,45248,75779,176260,1546595,6687,30337,49,688,1764,4292,34617,4629649,109,11038,3544,241583,647,19167,1013,6821,782,38232,11483,5423,35,29708,2035
"00100110101111000011",1267786,704,876881,143139,21130,23276,22444,1,15195,4320,602475,7282,252550,241210,144263,548,1352,1111,112941,3608,2230,7647,41604,19486,90333,17216,50841,145994,222401,5581055
"00000110100001110011",72874,8604,763991,4468,238221,43687,124430,47228,6576306,95,966446,2220,2621,1623,1249334,26708,27326,3810,259123,323,5243420,106,55381,119781,72833,57208,219775,61204,7404297,1459743
"01011100011110000111",109669,187,2330,51129,135,70097,360874,20790,3933345,254,5,4338,40333,3778,19578,44753,401019,343158,14063,3913,224731,59,194714,18698,98462,6893,23430,23,146243,1262
"11100100000110011100",3513,453221,15249,35347,14218,177404,11909,993,50898,5896,23819,532018,1288,24312,23247,195774,415003,499362,811,137071,1451,1045,399733,1635076,74,6507,166,1899517,288202,318982
"01111010011110110000",827183,953312,2613559,90517,396221,16555,845423,270969,185252,13588,4681,131,33535,43257,170518,24625,2339,40134,19205,39385,21596,644465,62050,365142,337,33426,434,225484,154123,58375
"11101000110001010011",150923,25253,1007,219135,117924,14769,588954,8435,2081305,31,11679,9733,7884,23359,2821066,573,11214,4937,58,171,41580,77,7664,93614,24982,15307,36396,282,50661,8145
"01111001011101101000",647,13229,12694,60294,32229,578217,34249,30827,920725,9481,66,65992,74,968733,17642,296,154893,171538,3470,871,1372583,68008,6161,374635,128370,95061,211,24,40401,423584
"00111101000001101001",41738,1022,85,557145,105932,272568,14950,25735,2578068,44497,1388,141800,1518284,44634,68951,23,211535,110665,47177,12787,6969,293,148652,409733,140786,133645,4412,1827,826985,77
"11000100111101000101",12162279,145292,22828,33358,100731,27327,561640,133468,2148266,2150,46749,27107,34228,5845990,62508,3627,103780,10787,9131,1719,1708,836,10459,36513,370219,48666,2388,72274,12497,568
"01111011011011101010",1508,7973,248162,36187,11000,28808,10827107,34879,1924525,19853,202297,12925,3879,1203050,1563,1238,44,498,23765,241096,7389,15861,76325,13167,233018,22168963,157750,18904,42922,26884
"11100001010011010010",1007553,21827,1314,136039,6120,21005,100503,2324,215176,540732,13189,1674752,1977,1661,11738,27785,1321314,2524,7809457,22057,4247,291510,2034087,157789,176549,60320,46356,1180302,819410,19981
"00000111111110011000",11533,277516,1196563,6433,976791,22838,34200,866,11888,6098,234,917764,10554,8465,3743,13940,7117,646427,1077191,369600,5582,191,243104,568933,563438,6103,79203,2009791,429948,356724
"10100100001100011000",566444,6398,8968,5917,380158,26964,186297,30356,32461,484,952488,17085413,60299,837,363057,252858,837,34206,396923,56991,26923,31169,676770,2673,185269,3328939,3538,6103,2496,389096
"00000001001011001100",215283,24738,177526,1022370,3852,14607,2596,37,1646,198714545,23544,107095,108282,1239,115256,332041,413,117785,1958,306486,89285,473642,31873,369171,252294,127,1757385,2680,46287,98
"11101100110001100001",195948,24586,5129,232003,212782,115896,12487,8248,38236,2085,424,28,58570,156243,7653,1423,4461,9595,206102,351,60467,65,1083,2545,58780,2264,32450,4071,7231142,39891
"01001111101111010100",3406,76703,20778,69890,37584,2185233,1830359,178804,37458,22919,14165,36291,741751,14470,12482,105647,36142,1221,8803306,20430,3164936,1621,53913,833,7582,8698616,3460347,2210500,28969,6053
"00110101110100110101",574353,152507,647960,14340,27599,976,711083,10497,79580,2385,526056,25223,179944,1755,69667,681,10643,111448,20000,5565,706110,114208,14683,107780,38759,4433,837240,345218,3465210,2036
"00110110111101010100",76040,1821551,3377558,529186,21227,6140,75809,80035,2531296,10023,3155125,150348,2624688,7652852,4705141,26810,11518,679649,21352,66656,668698,67489,10725,175458,760698,1140702,16385,94814,27224,14997
"10110011111111001011",42066,69116,946,177,430015,537060,867587,160759,8461,107506,231852,1466712,1109550,31223,2639,1150,16258,16675,275,442,1968868,17152,982616,27884,30003,19102,47522,45156,10258,344914
"00111011010100111001",646558,598559,7919,308824,5958316,19153,17046,66045,35370,31501,5374003,1037,331791,24883,74333,821236,1248605,12582,55034,10045,27985,23021,2330,36627,80055,17162,574,11058,362903,2130
"10100100101101001000",13572849,261,1236274,344249,522477,19380,11445156,4947,372415,9775,6059,231131,660719,17423,2363,7502,65056,62002,299278,346,130180,15307,53628,4156,21035220,1349733,535461,162865,175518,280482
"11000010000101010111",44313,1923,243168,12795,70623,582,1139611,2832,78742311,1190,711220,43384,63296,6239,3922,8031,52071,954841,35158,5638,7023,197,487587,56969,274818,1794,1752976,989,2501,573
"11000000001001111111",1058,988907,1528524,25042,1092680,372,24275,1824796,133922,511785,393717,104666,139467,1547496,32071,2903,25892,16532231,14367,1121721,116763,3271026,4728,2470,297009,218,5390,2499314,1674,44618
"00110110010101000000",17624,2395,36262,91381,147751,19154,5142119,226553,269116,72811,16054,1024928,217927,3361,447,1172,3446,73613,474039,265613,371862,699118,43867,21488,2418410,97734,962,4504431,4062632,414787
"11111000111001110100",9007,5982,108,871982,1258,61821,1077,20914,52390,3127,27621,723,4337762,595,6497,778,11959,402,6332,773,93920,1347,2475,41719,11176,279172,17411,241,74824,860
"11011011100000000010",2525,1954,207868,27080,1626116,3191,360791,42243,176440,383109,9485,10865,183782,619091,3084,8755,119816,101144,406407,20894,841,102743,17274,6129073,927103,16216,563700,2936744,10814,84068
"10010010110001100000",724,22526,111906,631,89808,765946,139593,174168,799224,12650,3171,842881,20416,140883,6960081,22283,893187,64364,625595,61897,146178,246565,184058,5011499,216808,926693,4173627,402374,998,16396
"00110100100111111001",63630,669,105429,786476,73136,393941,274,13434,3304187,60733,197936,58084,738,16062582,529245,317,26704,2230,1884932,13690,892,619742,375,33956,329672,685426,65336,75237,372597,13986
"00111101101001011011",54963,18925,4942,4391010,703,586838,777386,405610,13244,1286037,412,52115,5740,253,2337,197,248725,25588,57993,5200,11559,9141,48094,332660,2790,6218,3132,267,1865410,413
"00011000110100111111",10364,1705,820,473677,1246264,3808,81974,52278,3201560,9813,29,8224,176604,357,3426,49078,6469,4542,1394941,2785,225834,1257,14006,199,151175,295027,1682,59,1000878,330922
"01000010100011100000",157427,20929,137109,45,31979,40245,6016,28665,12349,14035,31723,40263,137,3069,9866,4078,2203568,965868,81330,940865,14038,589363,106,409151,92842,1969831,10853,156372,119458,645094
"00000000101001110011",118623,111100,564967,1769656,4773,2201,5085,55923,346751,15521,258042,1250,8594,8175,8981,6053,7146,170886,1220,670,216821,33891,56198,1008,56127,303,19924,45926,345410,627015
"10000001111111101110",1390,9213,1860,1296733,110577,12433914,145334,284712,43322,383657,119,113867,9590530,31691,6118816,17977,208215,854,1771,396185,191093,725540,1605,41623,101953,16757,1929171,120668,178353,825148
"10111110111110101101",755473,326591,2776582,444481,32272,129483,76425,10209,10757,3430820,62546,118170,1198360,150041,96662,2420534,8407858,13474,200829,322027,96695,442385,150286,874790,260365,1778582,23351,302897,1142179,995
"11010101100100011000",16641,102570,126347,412322,973,5221,12193,67800,423,1475,379904,504,31425,87468,245265,1725,216896,18198,176856,268468,1825,39698,7723,2825346,18612,9733,542325,12216,12837,376165
"10001000001000001011",526,14024,773,14372,11547,33859,91530,196431,9577,2498,5766,262,671595,10867,5425,10987,260801,191195,16826,4324,132125,6168,151552,111384,122866,763,1272,1,6696,34847
"11100100111010100101",135664,210517,262337,187287,5061,1853981,33524,1195,5361,21882,55605,22733,22371,3557,814448,614291,698291,17376,145994,60579,6310231,112,268581,1662640,603409,418,4373130,1786433,64778,23824
"01111110111000111011",899132,1818,1984,305510,6737,2599,101276,27352,68105,2297,42170,1127768,55991,352632,1324789,584744,766658,18251,196480,329,12811948,25635,48094,38211,60793,50798,12147,85987,692,341808
"00111100110010101011",207290,1287,3192,4394363,45480,141583,106428,10617,16248,43174,8124,17735,3086238,70183,143782,156,1469074,7249,8769,57881,5918,133,32280,28374,1275401,1862841,10432,2110,8658394,2852
"00100011110101111011",112,706942,194196,3890,543385,4376,4665256,6772627,2803690,1057396,1231857,654261,43397,673074,8808,11668,114690,15192,17523,138299,11557,1523530,44701,18120,340183,100546,51166,1264,230655,7184
"00001010111001011100",255078,31138,1422889,35639,40401,34767,45049,25146,9106,3311,21283,39850,8236,38769,9082,26499,47978,745114,779,9191,258578,613680,28464171,1669,357871,251832,123222,5644,6738560,40369
"01000110000000011011",14987,77779,375890,1934,2973,2084,3208,51144,934793,46170,142007,1878,36585,3408756,70,589076,540537,2448,3062,5465,7184,301715,8368,408814,928,2539848,2164,71680,953,3381553
"00010001011000111011",1006544,54631,169432,403457,10866220,186678,190,4017,65305,253726,7852,38418,34499,38231,186274,350984,11283,77261,477,1586,46905,2236,4303369,5864520,2361307,80855,501469,141,6180665,211319
"01101000111101001100",2652962,28855,2911,2640,5879,5624,15062,10369,38734,179665,577,157948,1253959,710,15839,125155,180430,23585,16680,3390,635,23566,13630,42643,11743936,20596,849,2884,508430,9060
"11011011011011011010",92924,34513,875419,334220,179742,43455,7019,93430,2043,305583,8542,1358251,98411,3502364,17194,375,4286,53172,59569,201007,646949,199,1048674,525569,76616,8807,90865,48313,32697,15307
"10111000011100101111",3387,3900,554,173817,5978,10383,4994,76,207382,2043,361,1594,4968,658039,6544,3950,34675,349843,176436,8271,3835,588,283730,14399,91800,233,6530,488,232230,5046
"01100110000101100111",3943569,88468,9086,83932,284448,8825,165323,8723,22204,12,1715,115870,213869,9920,329,146275,6711,956698,13386,5792,14154,1351,322661,1398,14944,1299,61179,2033,374100,6290
"01010010000000011000",89594,112566,524504,2708999,627418,619337,9494,2663255,12056,650326,2505567,1106,540523,1427,18150,4034,114557,3246,242575,14002,66317,63584,1285,5591,651059,4934,10277,13422,4941061,49197
"11110111100100000011",192470,241,46755,24342,30946,819206,308688,130015,220960,40487,937905,12688,72705,12522,7468,35739,5935,90153,254636,4113,276981,614,1941,214688,278242,944,173,666,2248400,8985
"10000100001010011000",24426,204748,43587,226593,22171,25744,60803,2646,304309,163657,317021,327385,69111,5209950,16029,12059,82923,7125,181866,66124,948560,6144,188531,5712866,45651,163911,206247,213585,411097,69
"00110000101111001101",333661,66573,524842,365677,28661,322433,22866,235910,215880,627398,181840,5963,45283,788060,300328,1022,7266027,8271,81033,60830,10348,1326304,1761025,191650,18260,19547,18191,18519,1921875,45673
"00110000101010100100",147611,108420,15563,208457,2267,16633,987964,27380,139401,4989,208994,1495,19037,493900,17144,89963,32654,5395,26132,10983,206468,21882,32340,14512,1305797,2151,826826,1057086,7898692,1072812
"10011100100100010000",977,45421,10444,191479,29321,383252,10595,13267,53317,12939,40,4689,46622,8440,70073,868,2450259,96025,2107,93400,3149,326033,2846,6640,321802,455,339673,80,298146,258631
"10100100001011011110",408984,36433,3628791,105283,690677,418367,696558,141880,62940,25723,8600,289038,2984065,174217,385,2544,477474,7703,21303,48695,34495,6093,868257,2570617,1055140,22507,49,668386,17090599,430990
"00101101001001101000",3268,1149,625,5690,173047,14571,40821,23633,155460,1182,5747,3095,5884,11923,32493,2614,85258,3260,992067,615,16746,47109,11214,4634,14904,48761,370,244,198134,94201
"10110100001110000110",64078,1191857,17714587,5373,10176083,818664,19722,45861,2885,9908480,2955,473212,169385,656358,103530,2263839,68402,51059,7728,774934,196189,87110,4401,223866,7385,144058,39120,55986,723715,36108
"10110101001010011010",15360,82462368,550005,12335,3961,236057,2552,353588,393619,1475477,10091,9695,211006,2732639,523440,19170,95461,2571286,95614,1025437,86691,115482,135663,74197,103244,132,37232,41114,8222,23094
"10111101000110100100",297,30756,1533,64650,434260,691475,3139,23669,832413,518,74,5527,1825,54444,39227,1458,121493,3512,7953524,155,34663,2385,7086,5407,6324,44291,5275,3188,159977,7745
"10010101011010000101",457,173770,330047,24272,83340,1047,757824,257776,166998,697,164431,38212,55944,1891,1227,1806,6772,45115,3811,9676,44399,796,16623,9161,16444,4089,3756,495987,13621,11172
"11100011100111101110",204562,50,56520,7480,14654950,8293,509,106,509667,429745,9048,29866,7501,30440,5167017,1519,46884,13260635,86134,5331,337702,70601,351384,48058,160,22866,5299,7512,23485,17381
"11110011011101010010",10050,55450,51436,105,663678,1710550,355944,339,50790,10922,8271,9841,29551,332613,2043311,23783,1040688,48352,220811,2878727,2966316,217548,778,125542,8307,61171,18105,132245,1914,8046
"01110011100111000100",229941,548948,184245,354261,5408,16272,201984,3517,8884695,25709,262605,8614,1970492,19160,1127888,980046,31199,29017,614681,8652,44481,145272,16310,23012,935912,343015,67858,24534,63011,5361
"01001101111000111000",59765,45858,522,589979,3162447,5206461,15839,1104,35328,7471,383,124167,610498,261,320808,12766,45841,15514,76681,70,2892,268094,64277,3582,50345,46209,78,24,2945,10539
